Covidence,Study_ID,Title,Author,Year,Product,Kind_of_paper,Journal_Conference,Grouping,Disc_STEM,Disc_Sci,Disc_Tech,Disc_Eng,Disc_Math,Disc_CS,Disc_EngDisc,Disc_Other,Disc_Othertext,Students_UGCC,Students_UG1st,Students_UG2plus,Students_Grad,Targets_Women,Targets_Hispanic,Targets_Black,Targets_URM,Targets_LowIncome,Targets_TransferStudents,Targets_Firstgen,Targets_HawaiianPacIs,Targets_Asian,Targets_AmIndian,Targets_disabilities,Targets_Veterans,Programs_recruit,Programs_course,Programs_advising,Programs_career,Programs_cohort,Programs_acadsupport,Programs_mentorpeer,Programs_mentorfaculty,Programs_mentoralumni,Programs_mentorindustry,Programs_fieldtrip,Programs_meetings,Programs_research,Programs_intern,Programs_studyabroad,Programs_activities,Programs_retreat,Programs_workshop,Programs_service,Programs_peer,Programs_community,Programs_focusgroups,Programs_profdev,Programs_seminar,Programs_tutoring,Programs_summerbridge,Success_transfer,Success_retention,Success_graduation,Success_timetodegree,Success_affect,Success_placement,Success_access,Success_participation,Success_other,Success_undefined,LInc_pell,LInc_cost,LInc_undef,LInc_O_finNeed,About_partners,Inter_highered,Inter_K12,Inter_industry,Inter_other,Intra_college,Intra_admissions,Intra_finaid,Intra_acadsupport,Intra_studentlife,Intra_career,Intra_other,Intra_othertext,Intra_none,Research_design,RQ_list,RQ_subject,Methods_list,Counting,Survey,Student.Reflections,Student.Interview,Faculty.Staff.Interview,Focus.Group,Other,framework,fw_belonging,fw_change,fw_identity,fw_learning,fw_motivation,fw_program,fw_socialcog,fw_studentinvolvement,fw_system,fw_none,Implications_list
105,Fertig 2021,Enhancing University Persistence of Diverse Mechanical Engineering Students,Fertig,2021,Conference paper/proceeding,Overview of program,International Mechanical Engineering Congress and Exposition,Technical Conference,0,0,0,0,0,0,1,1,mechanical engineering,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,No,1,0,1,0,1,0,0,1,0,0,0,NA,0,Comparative (matched sample w non-participants),,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The central argument of this paper is that in order to support and retain a happy and diverse community of engineers, students should be treated with a greater degree of empathy and involved in endeavors that encourage them to contribute to the world"
109,Anderson-Rowland 2011,Evaluation of a Ten Year Life Planning Assignment for an Academic Scholarship Success Class,Anderson-Rowland,2011,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,1,1,0,0,NA,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,Yes,1,0,0,0,1,1,1,0,0,0,0,NA,0,Cross-sectional only focused on program,"The purpose of this paper is to analyze the reaction of the students to this assignment. The students were asked at a later time for their evaluation: was the assignment helpful, what did they learn doing the assignment, was the assignment thorough enough, and what changes would they make in the assignment.",Student learning - Seminar course assignment,Qualitative,0,0,0,1,0,0,,none,0,0,0,0,0,0,0,0,0,1,The author was pleasantly surprised at the apparent mature level of thinking that the students took in evaluating the effect of the exercise.
120,Plotkowski 2011,"Enhancing Graduation Rates Through High Impact Activities: Experiential Learning, Engagement, Mentoring, and Scholarships",Plotkowski,2011,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,No,0,0,0,0,1,0,1,1,0,1,0,NA,0,Descriptive,,NA,Quantitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"For students with limited familiarity with college practices, and high financial need, awareness of, and access to high impact experiences is not sufficient. Even if they understand the value of these activities at an intellectual level, financial and emotional barriers frequently prevent 
participation. For these students additional support is required. Engagement with faculty as mentors to provide motivation and guidance to university opportunities are recognized by the studentâ€™s as perhaps the most critical element."
123,Anderson-Rowland 2013,A Better Mousetrap: Why Did They Come?,Dr. Mary R. Anderson-Rowland,2013,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,1,0,0,NA,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,1,1,0,0,0,0,NA,0,Cross-sectional only focused on program,"What is the main reason why you enrolled in FSE 394 for Fall 2012? 
What are all of the reasons why you enrolled in FSE 394 for Fall 2012?",Transfer Students - Decision making - course enrollment,Qualitative,1,1,0,1,0,0,,none,0,0,0,0,0,0,0,0,0,1,"It is anticipated that many of the new transfer students will choose the one credit class, therefore keeping the enrollment in FSE 394 in check"
126,Enriquez 2014,"Enhancing the Success of Minority STEM Students by Providing Financial, Academic, Social, and Cultural Capital",Enriquez,2014,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,1,1,1,1,1,0,0,NA,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,No,1,0,0,0,1,1,1,1,0,1,0,NA,0,Descriptive,,NA,Not applicable,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The implementation of CaÃ±ada Collegeâ€™s NSF S-STEM program shows success in enhancing student access to financial, academic, social and cultural capital needed for academic success in a 
STEM disciplines. "
129,Vitolo 2013,Assessing Impact without Using Grades: Quality Review of Community Engagement,Vitolo,2013,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,1,0,0,1,1,1,"Electrical and computer engineering, environmental engineering, 
mechanical engineering, and software engineering",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,Yes,0,0,2,0,0,0,0,0,0,1,0,NA,0,Longitudinal only focused on program,The following paper presents the assessment plan developed and deployed by the grant co-PIs to assess the projects and the processes.,Student Support - Identity,Quantitative,0,1,0,1,0,0,,self-efficacy and engineering identity,0,0,1,0,1,0,0,0,0,0,"Lessons learned by professors of the SEECS program with regard to assessment are numerous, 
but the most significant one is to set forth assessment programs early in the process."
133,Weatherton 2011,MATHEMATICS PERFORMANCE AND FIRST YEAR RETENTION OF STUDENTS IN ENGINEERING LEARNING COMMUNITIES,Weatherton,2011,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,1,0,0,0,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,No,0,0,0,0,0,0,1,1,0,0,0,NA,0,Comparative (matched sample w non-participants),This paper compares first year retention and performance of Fall 2009 incoming freshmen who participated in one of four engineering learning communities called Freshman Interest Groups (FIGs).,Student Support - Retention,Multi-mixed,1,1,0,0,0,1,,none,0,0,0,0,0,0,0,0,0,1," Only a few  factors related to student retention and performance in engineering were explored; future studies 
will include analyses of other factors such as student attitudes related to attrition as well as  correlations between SAT Math scores, grade point averages and retention beyond the first year."
139,Townsend 2015,"Julian scholars: Recruiting and graduating low-income, first-generation computer science majors",Townsend,2015,Conference paper/proceeding,Overview of program,"Research in Equity and Sustained Participation in Engineering, Computing, and Technology",Engineering Education Conference,1,0,0,0,0,1,0,0,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,No,1,0,0,0,0,1,1,0,0,1,0,NA,0,Descriptive,,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Some trends or progressions did emerge from year to year in how students described the Julian programâ€™s impact on their schooling and career plans. On the 2011 survey, students were 
"
140,R 2012,A program to increase female engineering and science enrollments through NSF STEM scholarships,Ford,2012,Conference paper/proceeding,Overview of program,IEEE Frontiers in Education Conference (FIE),Engineering Education Conference,1,1,0,1,1,0,0,0,NA,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,No,0,0,0,3,0,1,1,1,0,1,0,NA,0,Descriptive,,NA,Quantitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The overall assessment of the effectiveness of the program was 
quite high, with over 82% of all participants agreeing/strongly 
agreeing that the program met their goals for participation"
144,Dancz 2021,Implementation of a Guided Mentorship Program in a STEM Community of Practice at a Two-Year College,Dancz,2021,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,1,1,1,1,0,0,0,NA,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,No,1,0,0,0,0,1,1,0,0,1,0,NA,0,Cross-sectional only focused on program,,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,Student feedback indicated that mentorship continues to provide critical support and is among the greatest benefit of the ESP
146,Chen 2015,Engaging engineering graduate students in applied research at Morgan State University,Chen,2015,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,1,1,1,1,0,0,0,NA,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,No,1,0,1,0,0,1,1,1,1,1,0,NA,0,Descriptive,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Furthermore, involving graduate students in research projects with industry, Federal or governmental research centers and laboratories can significantly improve their teamwork skills and offer a better future employability on job market."
148,Karam-Zanders 2015,BRCC to LSU engineering pathway to success - Assessment measures,Karam-Zanders,2015,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,0,0,0,NA,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,No,1,0,0,0,1,1,1,0,0,0,0,NA,0,Comparative (matched sample w non-participants),,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The results of this survey have shown that the Pathway to Success scholarship has been a supportive and beneficial experience for the students involved. 
Specifically, the findings from this survey indicate that the 
Pathway Scholars need more academic support in the future."
150,Baltaci 2015,Barriers to completion of two-year engineering technology programs: A survey,Baltaci,2015,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,0,1,1,1,0,0,0,NA,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,Yes,1,0,0,0,1,0,1,1,0,0,1,employment,0,Comparative (matched sample w non-participants),"How many hours per week employed? (Part-time students)
How many hours per week employed? (All students) 
Are you a full-time or part-time student? 
Are you employed during the summer? If so, is it full-time or part-time employment? 
What is your age? 
Are you a first generation college student (the first person in your family to go to college)?
Do you have some form of financial aid to help you pay for college? 
How many hours per week do you spend studying for your classes on 
average? 
How concerned are you about having the funds available to finance your college education?
Has a lack of funding delayed or slowed down your progress in getting a college education?
Do you feel employment prevents you from studying and completing assignments? Using the scale, rate how employment affects your studies
Based on the scale, rate your reason for being employed while attending college. ",NA,Quantitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Thus, financial barriers decrease retention and lower the quality of 
education a student receives."
152,Bucinell 2020,Leading educational and academic directions to enhance retention in STEM,Bucinell,2020,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,1,1,1,1,1,0,0,0,NA,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,Yes,1,0,0,0,1,1,0,1,0,1,0,NA,0,Descriptive,,,Qualitative,NA,NA,NA,NA,NA,NA,NA,none,0,0,0,0,0,0,0,0,0,1,"The common Scholar Research Seminar helped to build a strong academic bond between the students, even though they are in different majors."
158,Goodman 2020,Launching the urban STEM collaboratory,Goodman,2020,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,1,0,0,0,NA,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,Yes,2,0,0,0,0,1,1,1,0,0,0,NA,0,Descriptive,"we share the initial efforts of our tri-campus interaction and collaboration, our overarching goals, our systems of recruiting students, and our initial collection of preliminary data and findings for Year 1.",Student Support - Program Evaluation,Multi-mixed,0,1,0,1,0,1,,STEM Identity,0,0,1,0,0,0,0,0,0,0,fostering a community among students and project team
164,Greene 2016,"HumanConnect: Scholarships in science, technology, engineering and math",Greene,2016,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,1,1,1,1,0,0,0,NA,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,No,1,0,0,0,1,0,1,1,1,0,0,NA,0,Cross-sectional only focused on program,,NA,Multi-mixed,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"The HumanConnect Program is meeting its goals, with retention data on par with the control group and above College norms and GPA data slightly superior to the control groups. The findings related to student stress levels supports the notion that the S-STEM scholarship serves to complete a â€˜triadâ€™ of support for these students that includes academic, social/emotional and financial components."
165,McSpedon 2021,Differential Effects of Bridge Program Participation on Perceived Belonging and Peer Support for STEM Degree Seekers during the COVID-19 Pandemic,McSpedon,2021,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,0,1,0,1,0,1,0,1,natural science,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,No,0,1,0,0,1,0,1,1,0,0,0,NA,0,Comparative (matched sample w non-participants),"Within a quasiexperimental design, the researchers examined whether RESP participants experienced different levels of belongingness utilizing two measures: The Psychological Sense of School Membership Scale, as well as a measure of perceived peer support",Student Support - Belonging,Quantitative,0,1,0,0,0,0,,belongingness,1,0,0,0,0,0,0,0,0,0,"Because this study was cross-sectional, the totality of the unexpected results is difficult to interpret. One possible explanation is that these results reflect university policies and choices designed to support low-income students and mitigate many of the challenges they faced in this 
early period of adjustment. Campus policies may have reduced any non-belongingness students experienced with an increased awareness of SES during the early weeks of the pandemic. We did not have a measure that would capture the rapid income changes 
many families have experienced during the pandemic"
167,Fogg 2022,Fast-Forward Program: PSVT:R Test Results and Analysis,Fogg,2022,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,0,0,0,NA,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,No,0,0,1,0,0,0,1,1,0,0,0,NA,0,Comparative (matched sample w non-participants),"Is there a statistical difference between pre and post-performance for the aggregated data? 
Are there statistically significant changes between pre and post-scores of students from URGs and non-URGs? 
Are there statistically significant differences between students from URG and non-URG in pre-scores? In post-scores?",Student Learning - Spatial Visualization,Qualitative,0,0,0,1,0,0,,none,0,0,0,0,0,0,0,0,0,1,"The results suggest that although the program is helping all students increase overall, the program is not helping URG students score at the same level as non-URG students on the post-test."
171,Gattis 2019,Creating a successful pathway to graduate studies: The student integrated intern Research experience (SIIRE),Gattis,2019,Conference paper/proceeding,Overview of program,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,1,0,0,0,0,NA,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,No,0,0,1,0,1,0,1,1,0,1,0,NA,0,Descriptive,,NA,Qualitative,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,"Based on the analysis of our assessment data, we can conclude that SIIRE was successful in providing underrepresented and financially needy undergraduate students with 1) information on the benefits and opportunities associated with graduate education, 2) enhanced financial support and career experiences to improve the likelihood of completing both a B.S. and an M.S. in engineering, and 3) industry and academic mentoring and professional development that resulted
the increased enrollment and completion of graduate engineering degree"
174,Hensel 2022,Development of a Cybersecurity Professional Identity,Hensel,2022,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,0,0,0,0,0,1,1,1,"cybersecurity and area of emphasis for computer science, computer engineering and biometric systems engineering majors",0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,No,0,0,1,0,0,0,1,1,0,1,0,NA,0,Comparative (matched sample w non-participants),"(1) Are there early signs that ACCESS scholars will have higher academic achievement and persist at higher rates than non-ACCESS scholars among cybersecurity students? 
(2) Do students participating in the ACCESS program participate in more professional development activities than students in a comparison group? and 
(3) What elements of the S-STEM ACCESS program do students find most helpful in supporting their development as cybersecurity professionals?","Student Support - Persist, Participaton, Program Evaluation",Multi-mixed,0,1,0,1,0,1,,none,0,0,0,0,0,0,0,0,0,1,"Combining these results, the ACCESS scholars appear to be more ambitious, earn higher GPAs and participate in more professional development activities related to cybersecurity."
181,Hug 2020,Developing meaningful studies of student success with equity in mind-considering context (experience report),Hug,2020,Conference paper/proceeding,Research/evaluation,ASEE Annual Conference & Exposition,Engineering Education Conference,1,1,1,1,1,1,0,0,NA,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,No,1,0,0,0,1,1,1,1,0,1,0,NA,0,Comparative (matched sample w non-participants),"1. Do students who receive S-STEM scholarships earn degrees faster than their peers (with similar backgrounds such as major, time in major, and course grades in major), as measured by time to degree scores measured 
2. To what extent did the experiences of S-STEM students (by demographics) contribute to their overall success?",Student Support - Persistance,Multi-mixed,1,0,0,1,0,1,,critical race theory,0,0,1,0,0,0,0,0,0,0,"When resources are shifted to support low income students, we believe the gaps between low income and moderate income students can be overcome."
